Date_Param,Province_Name,Temperature,Precipitation
2024-06-24,Nusa Tenggara Timur,23.39,0.37
2024-06-25,Nusa Tenggara Timur,23.34,0.13
2024-06-26,Nusa Tenggara Timur,23.82,3.27
2024-06-27,Nusa Tenggara Timur,24.29,2.03
2024-06-28,Nusa Tenggara Timur,24.7,0.18
2024-06-29,Nusa Tenggara Timur,24.22,0.18
2024-06-30,Nusa Tenggara Timur,23.96,3.69
2024-07-01,Nusa Tenggara Timur,23.87,3.46
2024-07-02,Nusa Tenggara Timur,23.49,8.2
2024-07-03,Nusa Tenggara Timur,23.94,1.44
2024-07-04,Nusa Tenggara Timur,23.04,0.77
2024-07-05,Nusa Tenggara Timur,22.79,0.07
2024-07-06,Nusa Tenggara Timur,22.71,0.0
2024-07-07,Nusa Tenggara Timur,22.71,0.01
2024-07-08,Nusa Tenggara Timur,23.55,0.12
2024-07-09,Nusa Tenggara Timur,23.83,0.19
2024-07-10,Nusa Tenggara Timur,22.98,0.11
2024-07-11,Nusa Tenggara Timur,22.66,0.2
2024-07-12,Nusa Tenggara Timur,22.05,0.02
2024-07-13,Nusa Tenggara Timur,21.48,0.01
2024-07-14,Nusa Tenggara Timur,21.32,0.01
2024-07-15,Nusa Tenggara Timur,20.99,0.0
2024-07-16,Nusa Tenggara Timur,21.8,0.0
2024-07-17,Nusa Tenggara Timur,22.37,0.01
2024-07-18,Nusa Tenggara Timur,22.66,0.05
2024-07-19,Nusa Tenggara Timur,21.92,0.02
2024-07-20,Nusa Tenggara Timur,22.05,0.0
2024-07-21,Nusa Tenggara Timur,22.94,0.06
2024-07-22,Nusa Tenggara Timur,23.55,0.18
2024-07-23,Nusa Tenggara Timur,23.61,0.26
2024-07-24,Nusa Tenggara Timur,23.45,1.74
2024-07-25,Nusa Tenggara Timur,23.77,0.65
2024-07-26,Nusa Tenggara Timur,23.9,0.16
2024-07-27,Nusa Tenggara Timur,23.99,32.97
2024-07-28,Nusa Tenggara Timur,24.23,15.79
2024-07-29,Nusa Tenggara Timur,24.13,5.81
2024-07-30,Nusa Tenggara Timur,24.23,1.07
2024-07-31,Nusa Tenggara Timur,24.2,3.74
2024-08-01,Nusa Tenggara Timur,23.89,0.64
2024-08-02,Nusa Tenggara Timur,23.56,0.01
2024-08-03,Nusa Tenggara Timur,23.73,0.59
2024-08-04,Nusa Tenggara Timur,23.13,2.07
2024-08-05,Nusa Tenggara Timur,23.27,1.04
2024-08-06,Nusa Tenggara Timur,23.5,0.49
2024-08-07,Nusa Tenggara Timur,23.92,1.66
2024-08-08,Nusa Tenggara Timur,23.56,3.67
2024-08-09,Nusa Tenggara Timur,23.13,0.59
2024-08-10,Nusa Tenggara Timur,22.39,0.01
2024-08-11,Nusa Tenggara Timur,22.24,0.0
2024-08-12,Nusa Tenggara Timur,22.89,1.92
2024-08-13,Nusa Tenggara Timur,23.58,0.75
2024-08-14,Nusa Tenggara Timur,23.41,0.04
2024-08-15,Nusa Tenggara Timur,23.11,0.01
2024-08-16,Nusa Tenggara Timur,23.16,0.01
2024-08-17,Nusa Tenggara Timur,23.88,0.04
2024-08-18,Nusa Tenggara Timur,23.98,0.0
2024-08-19,Nusa Tenggara Timur,24.13,0.02
2024-08-20,Nusa Tenggara Timur,24.26,0.05
2024-08-21,Nusa Tenggara Timur,24.49,0.06
2024-08-22,Nusa Tenggara Timur,24.69,0.02
2024-08-23,Nusa Tenggara Timur,24.68,0.04
2024-08-24,Nusa Tenggara Timur,24.72,0.31
2024-08-25,Nusa Tenggara Timur,25.23,0.33
2024-08-26,Nusa Tenggara Timur,25.5,0.07
2024-08-27,Nusa Tenggara Timur,25.03,0.05
2024-08-28,Nusa Tenggara Timur,25.07,0.05
2024-08-29,Nusa Tenggara Timur,24.76,0.02
2024-08-30,Nusa Tenggara Timur,24.97,2.36
2024-08-31,Nusa Tenggara Timur,25.02,23.01
2024-09-01,Nusa Tenggara Timur,24.73,0.25
2024-09-02,Nusa Tenggara Timur,24.39,0.12
2024-09-03,Nusa Tenggara Timur,24.56,0.04
2024-09-04,Nusa Tenggara Timur,24.9,0.02
2024-09-05,Nusa Tenggara Timur,24.95,0.19
2024-09-06,Nusa Tenggara Timur,25.11,1.04
2024-09-07,Nusa Tenggara Timur,25.5,0.3
2024-09-08,Nusa Tenggara Timur,25.1,1.99
2024-09-09,Nusa Tenggara Timur,25.77,0.74
2024-09-10,Nusa Tenggara Timur,25.48,0.5
2024-09-11,Nusa Tenggara Timur,24.93,0.05
2024-09-12,Nusa Tenggara Timur,24.86,0.2
2024-09-13,Nusa Tenggara Timur,24.67,0.16
2024-09-14,Nusa Tenggara Timur,24.56,0.04
2024-09-15,Nusa Tenggara Timur,25.07,0.12
2024-09-16,Nusa Tenggara Timur,25.15,0.27
2024-09-17,Nusa Tenggara Timur,25.21,1.01
2024-09-18,Nusa Tenggara Timur,25.37,11.06
2024-09-19,Nusa Tenggara Timur,25.78,0.69
2024-09-20,Nusa Tenggara Timur,25.86,0.25
2024-09-21,Nusa Tenggara Timur,26.26,0.49
2024-09-22,Nusa Tenggara Timur,26.76,0.3
2024-09-23,Nusa Tenggara Timur,26.46,5.43
2024-09-24,Nusa Tenggara Timur,26.52,7.19
2024-09-25,Nusa Tenggara Timur,25.68,11.45
2024-09-26,Nusa Tenggara Timur,25.9,3.93
2024-09-27,Nusa Tenggara Timur,26.37,0.35
2024-09-28,Nusa Tenggara Timur,26.46,0.07
2024-09-29,Nusa Tenggara Timur,26.33,1.05
2024-09-30,Nusa Tenggara Timur,26.42,2.22
2024-10-01,Nusa Tenggara Timur,26.0,12.21
2024-10-02,Nusa Tenggara Timur,26.24,0.05
2024-10-03,Nusa Tenggara Timur,26.07,2.44
2024-10-04,Nusa Tenggara Timur,26.08,5.9
2024-10-05,Nusa Tenggara Timur,25.71,1.15
2024-10-06,Nusa Tenggara Timur,26.0,0.16
2024-10-07,Nusa Tenggara Timur,26.08,0.1
2024-10-08,Nusa Tenggara Timur,26.18,0.1
2024-10-09,Nusa Tenggara Timur,26.67,0.08
2024-10-10,Nusa Tenggara Timur,26.65,0.13
2024-10-11,Nusa Tenggara Timur,26.86,8.85
2024-10-12,Nusa Tenggara Timur,26.77,1.34
2024-10-13,Nusa Tenggara Timur,27.06,0.37
2024-10-14,Nusa Tenggara Timur,26.95,17.65
2024-10-15,Nusa Tenggara Timur,26.52,19.58
2024-10-16,Nusa Tenggara Timur,26.31,25.99
2024-10-17,Nusa Tenggara Timur,25.6,28.5
2024-10-18,Nusa Tenggara Timur,25.22,9.15
2024-10-19,Nusa Tenggara Timur,25.38,1.42
2024-10-20,Nusa Tenggara Timur,25.52,2.74
2024-10-21,Nusa Tenggara Timur,25.51,1.49
2024-10-22,Nusa Tenggara Timur,25.88,0.43
2024-10-23,Nusa Tenggara Timur,26.1,0.62
2024-10-24,Nusa Tenggara Timur,26.25,0.15
2024-10-25,Nusa Tenggara Timur,26.06,0.03
2024-10-26,Nusa Tenggara Timur,26.28,0.12
2024-10-27,Nusa Tenggara Timur,26.95,0.18
2024-10-28,Nusa Tenggara Timur,26.42,0.32
2024-10-29,Nusa Tenggara Timur,26.55,0.89
2024-10-30,Nusa Tenggara Timur,25.82,8.6
2024-10-31,Nusa Tenggara Timur,25.06,4.68
2024-11-01,Nusa Tenggara Timur,25.34,2.93
2024-11-02,Nusa Tenggara Timur,25.63,2.99
2024-11-03,Nusa Tenggara Timur,26.32,1.0
2024-11-04,Nusa Tenggara Timur,25.74,2.09
2024-11-05,Nusa Tenggara Timur,25.71,0.34
2024-11-06,Nusa Tenggara Timur,25.99,0.59
2024-11-07,Nusa Tenggara Timur,26.02,1.25
2024-11-08,Nusa Tenggara Timur,26.06,1.44
2024-11-09,Nusa Tenggara Timur,26.62,0.74
2024-11-10,Nusa Tenggara Timur,26.76,1.32
2024-11-11,Nusa Tenggara Timur,26.89,1.25
2024-11-12,Nusa Tenggara Timur,26.55,0.18
2024-11-13,Nusa Tenggara Timur,26.84,0.26
2024-11-14,Nusa Tenggara Timur,26.88,12.18
2024-11-15,Nusa Tenggara Timur,25.93,9.35
2024-11-16,Nusa Tenggara Timur,26.01,7.65
2024-11-17,Nusa Tenggara Timur,25.68,1.81
2024-11-18,Nusa Tenggara Timur,25.72,3.35
2024-11-19,Nusa Tenggara Timur,26.03,13.78
2024-11-20,Nusa Tenggara Timur,26.29,6.51
2024-11-21,Nusa Tenggara Timur,26.26,9.65
2024-11-22,Nusa Tenggara Timur,26.78,7.8
2024-11-23,Nusa Tenggara Timur,26.89,12.73
2024-11-24,Nusa Tenggara Timur,26.89,1.71
2024-11-25,Nusa Tenggara Timur,26.86,12.52
2024-11-26,Nusa Tenggara Timur,25.49,19.85
2024-11-27,Nusa Tenggara Timur,26.13,3.59
2024-11-28,Nusa Tenggara Timur,26.51,5.46
2024-11-29,Nusa Tenggara Timur,26.04,25.66
2024-11-30,Nusa Tenggara Timur,25.91,10.51
2024-12-01,Nusa Tenggara Timur,24.73,13.63
2024-12-02,Nusa Tenggara Timur,25.29,2.0
2024-12-03,Nusa Tenggara Timur,25.26,27.17
2024-12-04,Nusa Tenggara Timur,25.25,11.13
2024-12-05,Nusa Tenggara Timur,25.05,8.65
2024-12-06,Nusa Tenggara Timur,24.26,5.86
2024-12-07,Nusa Tenggara Timur,24.01,11.84
2024-12-08,Nusa Tenggara Timur,25.1,25.27
2024-12-09,Nusa Tenggara Timur,24.35,32.04
2024-12-10,Nusa Tenggara Timur,24.3,21.17
2024-12-11,Nusa Tenggara Timur,24.85,4.52
2024-12-12,Nusa Tenggara Timur,24.52,13.94
2024-12-13,Nusa Tenggara Timur,23.93,13.54
2024-12-14,Nusa Tenggara Timur,24.61,17.76
2024-12-15,Nusa Tenggara Timur,24.35,12.07
2024-12-16,Nusa Tenggara Timur,24.61,13.24
2024-12-17,Nusa Tenggara Timur,25.03,1.1
2024-12-18,Nusa Tenggara Timur,24.83,3.33
2024-12-19,Nusa Tenggara Timur,25.03,13.11
2024-12-20,Nusa Tenggara Timur,24.26,19.27
2024-12-21,Nusa Tenggara Timur,24.85,21.76
2024-12-22,Nusa Tenggara Timur,24.81,9.36
2024-12-23,Nusa Tenggara Timur,24.85,5.27
2024-12-24,Nusa Tenggara Timur,25.27,4.15
2024-12-25,Nusa Tenggara Timur,24.75,4.5
2024-12-26,Nusa Tenggara Timur,24.46,2.49
2024-12-27,Nusa Tenggara Timur,24.83,5.73
2024-12-28,Nusa Tenggara Timur,24.1,12.37
2024-12-29,Nusa Tenggara Timur,24.67,20.45
2024-12-30,Nusa Tenggara Timur,24.65,6.85
2024-12-31,Nusa Tenggara Timur,24.86,11.76
2025-01-01,Nusa Tenggara Timur,24.25,30.34
2025-01-02,Nusa Tenggara Timur,24.21,5.35
2025-01-03,Nusa Tenggara Timur,23.95,11.55
2025-01-04,Nusa Tenggara Timur,24.45,5.8
2025-01-05,Nusa Tenggara Timur,23.9,11.43
2025-01-06,Nusa Tenggara Timur,24.85,0.9
2025-01-07,Nusa Tenggara Timur,25.35,1.4
2025-01-08,Nusa Tenggara Timur,25.57,22.54
2025-01-09,Nusa Tenggara Timur,24.99,12.83
2025-01-10,Nusa Tenggara Timur,24.18,16.99
2025-01-11,Nusa Tenggara Timur,24.59,3.32
2025-01-12,Nusa Tenggara Timur,24.23,6.15
2025-01-13,Nusa Tenggara Timur,24.46,5.52
2025-01-14,Nusa Tenggara Timur,24.88,20.58
2025-01-15,Nusa Tenggara Timur,24.34,10.28
2025-01-16,Nusa Tenggara Timur,23.8,6.35
2025-01-17,Nusa Tenggara Timur,24.12,8.57
2025-01-18,Nusa Tenggara Timur,24.38,16.1
2025-01-19,Nusa Tenggara Timur,23.58,23.4
2025-01-20,Nusa Tenggara Timur,23.56,36.73
2025-01-21,Nusa Tenggara Timur,23.39,51.79
2025-01-22,Nusa Tenggara Timur,24.35,4.62
2025-01-23,Nusa Tenggara Timur,24.58,11.3
2025-01-24,Nusa Tenggara Timur,25.31,20.38
2025-01-25,Nusa Tenggara Timur,24.99,26.08
2025-01-26,Nusa Tenggara Timur,24.59,66.16
2025-01-27,Nusa Tenggara Timur,24.19,35.81
2025-01-28,Nusa Tenggara Timur,23.73,9.73
2025-01-29,Nusa Tenggara Timur,23.96,6.66
2025-01-30,Nusa Tenggara Timur,23.37,36.45
2025-01-31,Nusa Tenggara Timur,23.53,12.39
2025-02-01,Nusa Tenggara Timur,24.14,8.0
2025-02-02,Nusa Tenggara Timur,23.96,17.78
2025-02-03,Nusa Tenggara Timur,23.49,7.7
2025-02-04,Nusa Tenggara Timur,23.29,3.81
2025-02-05,Nusa Tenggara Timur,24.28,1.49
2025-02-06,Nusa Tenggara Timur,24.37,7.54
2025-02-07,Nusa Tenggara Timur,23.88,42.01
2025-02-08,Nusa Tenggara Timur,24.05,25.76
2025-02-09,Nusa Tenggara Timur,23.67,22.71
2025-02-10,Nusa Tenggara Timur,23.69,17.83
2025-02-11,Nusa Tenggara Timur,23.55,18.37
2025-02-12,Nusa Tenggara Timur,23.95,16.44
2025-02-13,Nusa Tenggara Timur,24.1,17.37
2025-02-14,Nusa Tenggara Timur,24.26,1.93
2025-02-15,Nusa Tenggara Timur,24.69,2.37
2025-02-16,Nusa Tenggara Timur,24.57,1.73
2025-02-17,Nusa Tenggara Timur,24.03,4.04
2025-02-18,Nusa Tenggara Timur,23.92,9.93
2025-02-19,Nusa Tenggara Timur,23.77,6.62
2025-02-20,Nusa Tenggara Timur,23.47,5.16
2025-02-21,Nusa Tenggara Timur,23.79,5.59
2025-02-22,Nusa Tenggara Timur,23.81,37.58
2025-02-23,Nusa Tenggara Timur,24.35,39.6
2025-02-24,Nusa Tenggara Timur,24.1,22.02
2025-02-25,Nusa Tenggara Timur,24.06,19.43
2025-02-26,Nusa Tenggara Timur,24.74,10.86
2025-02-27,Nusa Tenggara Timur,24.05,16.87
2025-02-28,Nusa Tenggara Timur,25.19,23.96
2025-03-01,Nusa Tenggara Timur,25.14,11.48
2025-03-02,Nusa Tenggara Timur,25.27,14.42
2025-03-03,Nusa Tenggara Timur,25.5,7.6
2025-03-04,Nusa Tenggara Timur,25.45,15.61
2025-03-05,Nusa Tenggara Timur,25.52,22.59
2025-03-06,Nusa Tenggara Timur,25.6,8.34
2025-03-07,Nusa Tenggara Timur,25.65,1.94
2025-03-08,Nusa Tenggara Timur,24.15,4.29
2025-03-09,Nusa Tenggara Timur,24.36,2.84
2025-03-10,Nusa Tenggara Timur,25.11,1.53
2025-03-11,Nusa Tenggara Timur,24.61,2.75
2025-03-12,Nusa Tenggara Timur,24.7,3.24
2025-03-13,Nusa Tenggara Timur,24.76,3.28
2025-03-14,Nusa Tenggara Timur,25.0,4.22
2025-03-15,Nusa Tenggara Timur,24.25,4.28
2025-03-16,Nusa Tenggara Timur,24.33,8.3
2025-03-17,Nusa Tenggara Timur,24.26,8.27
2025-03-18,Nusa Tenggara Timur,24.06,16.7
2025-03-19,Nusa Tenggara Timur,23.94,6.98
2025-03-20,Nusa Tenggara Timur,23.89,20.69
2025-03-21,Nusa Tenggara Timur,23.95,7.57
2025-03-22,Nusa Tenggara Timur,23.66,3.3
2025-03-23,Nusa Tenggara Timur,23.53,23.78
2025-03-24,Nusa Tenggara Timur,23.91,16.43
2025-03-25,Nusa Tenggara Timur,24.45,20.27
2025-03-26,Nusa Tenggara Timur,24.17,4.68
2025-03-27,Nusa Tenggara Timur,24.18,3.86
2025-03-28,Nusa Tenggara Timur,24.15,2.76
2025-03-29,Nusa Tenggara Timur,23.8,4.23
2025-03-30,Nusa Tenggara Timur,24.1,3.73
2025-03-31,Nusa Tenggara Timur,24.02,12.28
2025-04-01,Nusa Tenggara Timur,24.29,8.82
2025-04-02,Nusa Tenggara Timur,23.94,3.95
2025-04-03,Nusa Tenggara Timur,23.79,3.55
2025-04-04,Nusa Tenggara Timur,23.82,0.24
2025-04-05,Nusa Tenggara Timur,24.23,0.05
2025-04-06,Nusa Tenggara Timur,24.45,3.16
2025-04-07,Nusa Tenggara Timur,24.87,13.17
2025-04-08,Nusa Tenggara Timur,24.68,1.57
2025-04-09,Nusa Tenggara Timur,24.38,3.83
2025-04-10,Nusa Tenggara Timur,24.65,4.02
2025-04-11,Nusa Tenggara Timur,24.65,1.67
2025-04-12,Nusa Tenggara Timur,24.8,0.55
2025-04-13,Nusa Tenggara Timur,25.27,1.75
2025-04-14,Nusa Tenggara Timur,25.11,3.49
2025-04-15,Nusa Tenggara Timur,24.6,5.49
2025-04-16,Nusa Tenggara Timur,24.43,8.67
2025-04-17,Nusa Tenggara Timur,24.12,2.24
2025-04-18,Nusa Tenggara Timur,23.97,12.11
2025-04-19,Nusa Tenggara Timur,23.53,7.46
2025-04-20,Nusa Tenggara Timur,24.52,1.71
2025-04-21,Nusa Tenggara Timur,24.62,0.86
2025-04-22,Nusa Tenggara Timur,24.55,2.12
2025-04-23,Nusa Tenggara Timur,24.54,5.47
2025-04-24,Nusa Tenggara Timur,24.61,7.06
2025-04-25,Nusa Tenggara Timur,24.11,0.58
2025-04-26,Nusa Tenggara Timur,24.44,0.18
2025-04-27,Nusa Tenggara Timur,24.04,0.14
2025-04-28,Nusa Tenggara Timur,23.18,0.01
2025-04-29,Nusa Tenggara Timur,23.2,0.02
2025-04-30,Nusa Tenggara Timur,24.29,6.24
2025-05-01,Nusa Tenggara Timur,24.55,0.38
2025-05-02,Nusa Tenggara Timur,24.55,0.5
2025-05-03,Nusa Tenggara Timur,24.35,1.07
2025-05-04,Nusa Tenggara Timur,24.47,1.29
2025-05-05,Nusa Tenggara Timur,24.19,3.37
2025-05-06,Nusa Tenggara Timur,23.9,22.31
2025-05-07,Nusa Tenggara Timur,23.24,20.02
2025-05-08,Nusa Tenggara Timur,23.97,4.87
2025-05-09,Nusa Tenggara Timur,24.45,17.15
2025-05-10,Nusa Tenggara Timur,23.87,13.27
2025-05-11,Nusa Tenggara Timur,24.47,3.51
2025-05-12,Nusa Tenggara Timur,24.57,0.68
2025-05-13,Nusa Tenggara Timur,24.81,1.4
2025-05-14,Nusa Tenggara Timur,25.02,2.18
2025-05-15,Nusa Tenggara Timur,24.88,0.78
2025-05-16,Nusa Tenggara Timur,24.49,0.31
2025-05-17,Nusa Tenggara Timur,24.27,0.3
2025-05-18,Nusa Tenggara Timur,23.86,0.28
2025-05-19,Nusa Tenggara Timur,23.82,0.59
2025-05-20,Nusa Tenggara Timur,23.83,1.54
2025-05-21,Nusa Tenggara Timur,24.11,0.44
2025-05-22,Nusa Tenggara Timur,24.47,0.16
2025-05-23,Nusa Tenggara Timur,24.72,0.87
2025-05-24,Nusa Tenggara Timur,24.77,0.17
2025-05-25,Nusa Tenggara Timur,24.55,0.38
2025-05-26,Nusa Tenggara Timur,24.57,2.24
2025-05-27,Nusa Tenggara Timur,24.78,1.87
2025-05-28,Nusa Tenggara Timur,24.81,0.91
2025-05-29,Nusa Tenggara Timur,25.21,0.9
2025-05-30,Nusa Tenggara Timur,24.58,4.78
2025-05-31,Nusa Tenggara Timur,24.37,1.96
2025-06-01,Nusa Tenggara Timur,24.6,0.96
2025-06-02,Nusa Tenggara Timur,24.08,3.05
2025-06-03,Nusa Tenggara Timur,23.41,1.4
2025-06-04,Nusa Tenggara Timur,23.66,2.99
2025-06-05,Nusa Tenggara Timur,23.56,1.48
2025-06-06,Nusa Tenggara Timur,24.08,1.48
2025-06-07,Nusa Tenggara Timur,24.1,1.87
2025-06-08,Nusa Tenggara Timur,23.62,0.05
2025-06-09,Nusa Tenggara Timur,23.42,0.11
2025-06-10,Nusa Tenggara Timur,23.42,0.16
2025-06-11,Nusa Tenggara Timur,23.73,0.22
2025-06-12,Nusa Tenggara Timur,24.02,1.82
2025-06-13,Nusa Tenggara Timur,24.23,12.65
2025-06-14,Nusa Tenggara Timur,23.56,3.74
2025-06-15,Nusa Tenggara Timur,23.88,1.11
2025-06-16,Nusa Tenggara Timur,23.78,0.03
2025-06-17,Nusa Tenggara Timur,22.96,0.09
2025-06-18,Nusa Tenggara Timur,23.03,0.01
2025-06-19,Nusa Tenggara Timur,23.57,0.09
2025-06-20,Nusa Tenggara Timur,23.33,9.37
2025-06-21,Nusa Tenggara Timur,23.28,0.32
2025-06-22,Nusa Tenggara Timur,22.53,0.24
2025-06-23,Nusa Tenggara Timur,22.78,1.02
2025-06-24,Nusa Tenggara Timur,23.09,0.55
2025-06-25,Nusa Tenggara Timur,23.32,1.03
2025-06-26,Nusa Tenggara Timur,23.59,0.4
2025-06-27,Nusa Tenggara Timur,23.45,0.44
2025-06-28,Nusa Tenggara Timur,23.23,0.22
2025-06-29,Nusa Tenggara Timur,22.58,0.28
2025-06-30,Nusa Tenggara Timur,23.05,1.44
2025-07-01,Nusa Tenggara Timur,23.28,0.44
2025-07-02,Nusa Tenggara Timur,23.21,0.8
2025-07-03,Nusa Tenggara Timur,23.75,0.53
2025-07-04,Nusa Tenggara Timur,23.52,1.19
2025-07-05,Nusa Tenggara Timur,23.94,1.56
2025-07-06,Nusa Tenggara Timur,23.87,0.95
2025-07-07,Nusa Tenggara Timur,22.44,0.0
2025-07-08,Nusa Tenggara Timur,22.86,0.05
2025-07-09,Nusa Tenggara Timur,22.61,0.09
2025-07-10,Nusa Tenggara Timur,22.18,0.1
2025-07-11,Nusa Tenggara Timur,23.16,0.12
2025-07-12,Nusa Tenggara Timur,23.75,0.16
2025-07-13,Nusa Tenggara Timur,23.58,0.07
2025-07-14,Nusa Tenggara Timur,23.93,0.39
2025-07-15,Nusa Tenggara Timur,23.89,0.29
2025-07-16,Nusa Tenggara Timur,23.16,0.09
2025-07-17,Nusa Tenggara Timur,22.2,0.04
2025-07-18,Nusa Tenggara Timur,21.91,0.11
2025-07-19,Nusa Tenggara Timur,22.06,0.07
2025-07-20,Nusa Tenggara Timur,22.97,0.08
2025-07-21,Nusa Tenggara Timur,23.83,0.09
2025-07-22,Nusa Tenggara Timur,24.22,0.12
2025-07-23,Nusa Tenggara Timur,24.69,0.04
2025-07-24,Nusa Tenggara Timur,25.11,0.04
2025-07-25,Nusa Tenggara Timur,25.22,0.15
2025-07-26,Nusa Tenggara Timur,25.18,0.13
2025-07-27,Nusa Tenggara Timur,24.96,0.13
2025-07-28,Nusa Tenggara Timur,24.72,0.26
2025-07-29,Nusa Tenggara Timur,24.28,0.24
2025-07-30,Nusa Tenggara Timur,24.09,0.17
2025-07-31,Nusa Tenggara Timur,24.67,0.07
2025-08-01,Nusa Tenggara Timur,25.02,0.1
2025-08-02,Nusa Tenggara Timur,25.0,0.07
2025-08-03,Nusa Tenggara Timur,25.09,0.4
2025-08-04,Nusa Tenggara Timur,24.81,0.02
2025-08-05,Nusa Tenggara Timur,24.13,0.02
2025-08-06,Nusa Tenggara Timur,24.24,0.03
2025-08-07,Nusa Tenggara Timur,24.43,0.03
2025-08-08,Nusa Tenggara Timur,24.45,0.46
2025-08-09,Nusa Tenggara Timur,25.2,0.22
2025-08-10,Nusa Tenggara Timur,24.95,0.34
2025-08-11,Nusa Tenggara Timur,24.21,0.09
2025-08-12,Nusa Tenggara Timur,23.75,0.02
2025-08-13,Nusa Tenggara Timur,22.9,0.01
2025-08-14,Nusa Tenggara Timur,23.37,0.02
2025-08-15,Nusa Tenggara Timur,23.69,0.14
2025-08-16,Nusa Tenggara Timur,24.19,0.03
2025-08-17,Nusa Tenggara Timur,24.52,0.03
2025-08-18,Nusa Tenggara Timur,25.23,0.34
2025-08-19,Nusa Tenggara Timur,24.96,0.5
2025-08-20,Nusa Tenggara Timur,24.98,0.16
2025-08-21,Nusa Tenggara Timur,24.47,0.53
2025-08-22,Nusa Tenggara Timur,24.19,0.03
2025-08-23,Nusa Tenggara Timur,24.4,0.02
2025-08-24,Nusa Tenggara Timur,24.9,0.12
2025-08-25,Nusa Tenggara Timur,25.03,1.8
2025-08-26,Nusa Tenggara Timur,24.77,0.43
2025-08-27,Nusa Tenggara Timur,24.2,0.3
2025-08-28,Nusa Tenggara Timur,24.38,0.21
2025-08-29,Nusa Tenggara Timur,24.93,0.11
2025-08-30,Nusa Tenggara Timur,25.31,0.03
2025-08-31,Nusa Tenggara Timur,25.4,0.02
2025-09-01,Nusa Tenggara Timur,25.21,0.5
2025-09-02,Nusa Tenggara Timur,25.03,0.29
2025-09-03,Nusa Tenggara Timur,24.77,0.1
2025-09-04,Nusa Tenggara Timur,25.16,0.01
2025-09-05,Nusa Tenggara Timur,25.35,0.0
2025-09-06,Nusa Tenggara Timur,25.95,0.32
2025-09-07,Nusa Tenggara Timur,25.53,0.35
2025-09-08,Nusa Tenggara Timur,25.63,1.44
2025-09-09,Nusa Tenggara Timur,24.79,3.8
2025-09-10,Nusa Tenggara Timur,25.99,0.95
2025-09-11,Nusa Tenggara Timur,26.03,0.15
2025-09-12,Nusa Tenggara Timur,26.18,0.54
2025-09-13,Nusa Tenggara Timur,25.95,0.43
2025-09-14,Nusa Tenggara Timur,26.1,0.12
2025-09-15,Nusa Tenggara Timur,25.52,0.31
2025-09-16,Nusa Tenggara Timur,24.76,0.48
2025-09-17,Nusa Tenggara Timur,25.48,0.54
2025-09-18,Nusa Tenggara Timur,25.52,0.54
2025-09-19,Nusa Tenggara Timur,25.87,0.49
2025-09-20,Nusa Tenggara Timur,25.95,0.07
2025-09-21,Nusa Tenggara Timur,26.42,0.0
2025-09-22,Nusa Tenggara Timur,26.66,0.01
2025-09-23,Nusa Tenggara Timur,26.36,0.36
2025-09-24,Nusa Tenggara Timur,25.24,2.25
2025-09-25,Nusa Tenggara Timur,25.97,0.14
2025-09-26,Nusa Tenggara Timur,26.39,0.29
2025-09-27,Nusa Tenggara Timur,26.39,0.31
2025-09-28,Nusa Tenggara Timur,26.88,1.22
2025-09-29,Nusa Tenggara Timur,26.36,2.46
2025-09-30,Nusa Tenggara Timur,27.04,0.35
2025-10-01,Nusa Tenggara Timur,26.96,0.06
2025-10-02,Nusa Tenggara Timur,26.9,0.05
2025-10-03,Nusa Tenggara Timur,26.42,0.57
2025-10-04,Nusa Tenggara Timur,26.67,0.52
2025-10-05,Nusa Tenggara Timur,26.98,0.44
2025-10-06,Nusa Tenggara Timur,26.46,0.29
2025-10-07,Nusa Tenggara Timur,26.15,0.2
2025-10-08,Nusa Tenggara Timur,26.59,0.04
2025-10-09,Nusa Tenggara Timur,26.49,0.88
2025-10-10,Nusa Tenggara Timur,25.78,3.67
2025-10-11,Nusa Tenggara Timur,26.41,2.17
2025-10-12,Nusa Tenggara Timur,27.4,0.96
2025-10-13,Nusa Tenggara Timur,26.7,1.26
2025-10-14,Nusa Tenggara Timur,26.67,1.64
2025-10-15,Nusa Tenggara Timur,27.06,0.86
2025-10-16,Nusa Tenggara Timur,26.82,1.03
2025-10-17,Nusa Tenggara Timur,27.16,0.31
2025-10-18,Nusa Tenggara Timur,26.42,2.54
2025-10-19,Nusa Tenggara Timur,26.48,2.75
2025-10-20,Nusa Tenggara Timur,26.76,0.48
2025-10-21,Nusa Tenggara Timur,27.12,1.91
2025-10-22,Nusa Tenggara Timur,27.45,3.93
2025-10-23,Nusa Tenggara Timur,26.93,1.37
2025-10-24,Nusa Tenggara Timur,27.3,0.37
2025-10-25,Nusa Tenggara Timur,27.21,1.1
2025-10-26,Nusa Tenggara Timur,26.98,1.59
2025-10-27,Nusa Tenggara Timur,26.09,3.53
2025-10-28,Nusa Tenggara Timur,27.12,1.96
2025-10-29,Nusa Tenggara Timur,27.21,5.04
2025-10-30,Nusa Tenggara Timur,26.71,3.96
2025-10-31,Nusa Tenggara Timur,25.93,5.0
2025-11-01,Nusa Tenggara Timur,26.27,2.2
2025-11-02,Nusa Tenggara Timur,27.12,1.6
2025-11-03,Nusa Tenggara Timur,27.46,2.15
2025-11-04,Nusa Tenggara Timur,27.6,1.48
